INST|29801|Ba Seminar: International Stud
ARAB|10103|Elementary Arabic-3
MUSI|26113|UG Seminar in Composition
COVA|10100|Visual Language-1
ASLG|10300|American Sign Language-3
SOSC|11100|Power, Identity, Resistance-1
FREN|20300|Language History Culture-3
CRWR|22104|Advanced Narrative Strategies
CRWR|24001|Advanced Nonfiction Workshop: Aiming for Publication
STAT|22000|Stat Meth And Applications
SOSC|12200|Self, Culture And Society-2
SOSC|12100|Self, Culture And Society-1
ECON|20000|Elements of Economic Analysis-1
NEHC|20623|Islamic Middle East-3: Modern
PHYS|12100|General Physics-1
RUSS|21502|Adv Russian Through Media-3
SOCI|20122|Introduction To Population
MATH|16100|Honors Calculus-1
FREN|20504|ECRIRE EN FRANCAIS A PARIS
ARTV|29850|Senior Seminar
ARAB|15001|Arabic in Jerusalem
HUMA|19100|Humanities Writing Seminars
LING|25200|Grammatical Gender
ISHU|10100|Drama: Embodiment/Tranformat
PSYC|23249|Animal Behavior
SOSC|12300|Self, Culture And Society-3
MUSI|23517|Music of the Caribbean
PLSC|23300|Springtime For Hitler
FREN|20100|Language History Culture-1
SALC|20100|Intro To South Asian Civ-1
SOCI|20101|Organizational Analysis
HEBR|20104|Intermed Classical Hebrew-1
CRES|24001|Colonizations I
SPAN|10100|Beginning Elementary Spanish-1
SOCI|20122|Introduction To Population
MATH|13200|Elem Functions And Calculus-2
INST|26705|Imperialism and Popular Culture
HUMA|19100|Humanities Writing Seminars
CHIN|30200|Advanced Modern Chinese-2
MATH|15200|Calculus-2
SOSC|15200|Classics Soc/Polit Thought-2
CMSC|23000|Operating Systems
ENGL|10400|Introduction To Poetry
ARTV|10100|Visual Language: On Images
PLSC|22913|The Practice of Social Science Research
SOSC|12300|Self, Culture And Society-3
SOSC|13100|Social Science Inquiry -1
SOSC|12300|Self, Culture And Society-3
MATH|15200|Calculus-2
ARTV|10100|Visual Language: On Images
ASTR|28200|Current Topics Astrophysics
SOSC|11100|Power, Identity & Resistance-1
CHEM|10201|Problem-Solving Session II
ARTH|17410|Frank Lloyd Wright in Chicago and Beyond
CRES|24001|Colonizations -1
SOCI|28036|Pierre Bourdieu and Contemporary Social Theory
PBPL|24701|U.S. Environmental Policy
HUMA|12300|Human Being And Citizen-1
SOSC|11300|Power, Identity, Resistance-3
SPAN|22003|Lit. Hispanica: Textos Hispanoamericanos, Del Moder. al Presente
STAT|22000|Stat Meth And Applications
CHIN|10300|Elementary Modern Chinese-3
BCSN|20100|Intermediate Bosnian/Croatian/Serbian
PLSC|28400|American Grand Strategy
SOSC|11100|Power, Identity, Resistance-1
SOSC|15100|Classics Soc/Polit Thought-1
FREN|20400|Cours De Perfectionnement
FREN|10200|Beginning Elementary French-2
FNDL|21901|Homer: The Odyssey
SOSC|12300|Self, Culture And Society-3
INST|28510|NGOs and Humanitarian Subjects: Politics of Humanitarian Intervention
HUMA|12300|Human Being And Citizen-1
PBPL|25120|Child Development and Public Policy
SOSC|15200|Classics Soc/Polit Thought-2
ENGL|14900|Old English
PHYS|13300|Waves, Optics, & Heat
HUMA|12300|Human Being And Citizen-1
MATH|15300|Calculus-3
PBPL|29800|Senior Seminar:Public Policy
LATN|21900|Roman Comedy
HIST|26005|Colloq: Sources for the Study of Islamic History
SOSC|19028|Jerusalem in Middle Eastern Civilizations-1
PSYC|20400|Cognitive Psychology
MATH|20900|Honors Analysis In Rn-3
ENGL|28815|Representing Chicago: the City in Art, Literature, and Music
NEAA|30062|Ancient Landscapes-2
ANTH|27510|Language and Temporality: Ethnographies of Time
SOSC|12300|Self, Culture And Society-3
CLCV|26016|Seminar: Epicureanism
PLSC|29800|BA Colloquium: Political Sci
BPRO|25400|Jews and Christians in the Middle East
CATA|10100|Beginning Elementary Catalan I
ECON|22100|Colonization/Servitude/Slavery
SOSC|12300|Self, Culture And Society-3
STAT|23400|Statistical Models/Method-1
SOSC|11200|Power, Identity, Resistance-2
HUMA|19100|Humanities Writing Seminars
FREN|28000|The Theatrical Illusion: Corneille, Kushner and the Baroque
SPAN|21100|Las Regiones Del Espanol
ARTV|22000|Introduction to Painting
ITAL|10300|Elementary Italian-3
RUSS|10300|Elementary Russian-3
PSYC|23340|The Development of Social Cognition
MUSI|25600|Jazz Theory And Improvisation
MUSI|24000|Composition Lessons
SOSC|12100|Self, Culture And Society-1
NEAA|20062|Ancient Landscapes-2
PLSC|29000|Intro To International Relations
SOSC|19022|Civilisation Europeenne-1
ITAL|10100|Elementary Italian-1
HUMA|19100|Humanities Writing Seminars
ANTH|24340|Anthropology of the Psyche
EEUR|29301|East European Horror Cinema
SPAN|20200|Language History Culture-2
MUSI|10200|Introduction To World Music
ANTH|21251|InstvStdy: Modern China
GNSE|10102|Problems in the Study of Gender: Gender, Citizenship, and Violence
SOSC|12300|Self, Culture And Society-3
SOCI|20004|Statistical Methods Of Rsch-1
NEHC|20765|Introduction to the Musical Folklore of Central Asia
RLST|28502|Interpretations of Myth
MATH|26700|Intro Reps Of Finite Groups
MATH|29513|Computability Theory
FREN|20100|Language History Culture-1
SOSC|11200|Power, Identity, Resistance-2
SOSC|15100|Classics Soc/Polit Thought-1
PHYS|14300|Honors Waves, Optics, & Heat
SALC|28510|Bombay/Mumbai: Urbanl Life/Urban Politics
HUMA|11700|Philosophical Perspectives-3
ENGL|16500|Shakespeare-1: Hist/Comedies
MATH|22000|Intro Math Methods For Physics
ANTH|27350|Linguistic Anthropology of Contemporary Identities
SOCI|20118|Survey Research Overview
MATH|22000|Intro Math Methods For Physics
ECON|23200|Topics in Macroeconomics
CMSC|27100|Discrete Mathematics
CMSC|23900|Data Visualization
SUMR|10101|Elementary Sumerian-1
SOSC|14200|Mind-2
MATH|19510|Math Methods For Social Sci-1
PLSC|22913|The Practice of Social Science Research
PLSC|21310|The Long Civil Rights Movement and American Political Development
SOSC|28853|Jerusalem in Middle Eastern Civ-3
LING|20301|Intro to Semantics & Pragmatics
CHIN|51100|Fifth Year Modern Chinese
ENGL|17806|Seduction and the Novel: 1760-1830
ANTH|27140|Sem: Classics in Mass Communication
COVA|10100|Visual Language-1
KORE|42100|Korean Contemporary TV and Language
MATH|15100|Calculus-1
LING|37300|Discourse Analysis
SOCI|20002|Social Structure And Change
SOSC|15300|Classics Soc/Polit Thought-3
ANTH|20531|Gender and Labor
SOSC|11200|Power, Identity, Resistance-2
ISHU|25650|Performing Japaneseness
NORW|10400|Intermediate Norwegian
ENGL|25945|Digital Storytelling
TAPS|18600|Introduction to Puppetry
ANTH|21217|Intsv Stdy: The Luo Of Kenya
ANTH|21411|Intro Pierre Bourdieu
PSYC|29700|Undergraduate Rsch: Psychology
PSYC|23800|Introduction to Memory and Learning
HEBR|10103|Elementary Classical Hebrew-3
BUSF|38114|Economic and Historical Perspectives on Business Ethics
PLSC|28615|Politics and Human Nature
ECON|22100|Colonization/Servitude/Slavery
FREN|20700|Intro A La Litt Francaise-1
PORT|10300|Elementary Portuguese-3
MATH|20500|Analysis In Rn-3
CRES|24003|Colonizations -3
SOSC|12300|Self, Culture And Society-3
MATH|20400|Analysis In Rn-2
MATH|25400|Basic Algebra-1
ECON|20300|Elements of Economic Analysis-4
PBPL|25905|Higher Education: Policy, Stratification, and Culture
HUMA|12500|Human Being And Citizen-3
PLSC|22515|Political Nature of American Judicial System
CATA|15003|Intermediate Catalan in Barcelona
ARTH|20300|Traveling Seminar: Greek Sculpture
CMST|23404|French Cinema 20's and 30's
MATH|25000|Linear Algebra
GEEZ|10102|Elementary Ge'ez-2
ANTH|22400|Big Science/Birth Of Nat Sec S
ISHU|26600|Playwriting
CRPC|29200|Native American Writing of the Progressive Era
ANTH|24510|Anthropology of Museums-1
ARTV|29600|Junior Seminar
MUSI|10200|Introduction To World Music
STAT|22000|Stat Meth And Applications
ITAL|10200|Elementary Italian-2
ITAL|10100|Elementary Italian-1
HUMA|11000|Readings In World Literature-1
ARTH|27304|Photo/Modernism/Esthetic
JAPN|30800|Reading Scholarly Japanese -1
ANTH|21268|IntsvStudy: Urban Africa
PHSC|11400|Life in the Universe 1: Development of Life on Earth
ECON|20200|Elements of Economics Analysis-3
MATH|20500|Analysis In Rn-3
MATH|15200|Calculus-2
GNSE|23103|Women Possessed: Religion, Gender, and Sexuality in Early America
ARTH|20510|Minoan Art, Modern Myths, and Problems of Prehistory
MATH|25700|Basic Algebra-1 (honors)
MATH|15200|Calculus-2
ENST|27400|Principles Of Epidemiology
SPAN|21803|Literatura Hispanica: Textos Espanoles Contemporaneos
PLSC|21206|Identity in International Relations
RUSS|11100|Intens Intro Russian L/C
PHIL|27500|Kant: Critique of Pure Reason
SOCI|20183|Simmel: Soziologie in Translation
CRWR|23107|Advanced Poetry Workshop
FREN|10200|Beginning Elementary French-2
SOSC|19012|Vienna in Western Civilization-3
SPAN|20100|Language History Culture-1
CCTS|21001|Psychology of Medical Decision Making
FREN|15001|Elementary French in Paris
RUSS|10200|Elementary Russian-2
FREN|20300|Language History Culture-3
CMSC|15200|Intro To Computer Science-2
ENGL|25305|The American Revolution
SOSC|11300|Power, Identity, Resistance-3
SOSC|12200|Self, Culture And Society-2
ENST|27301|Restoration Ecology
NEHC|20990|The Arab-Israeli Conflict
SOSC|12100|Self, Culture And Society-1
GRMN|32305|Creaturely Modernism: Freud, Kafka, Benjamin, Beckett
INST|28450|Energy Policies: A Transatlantic Approach
LATN|11200|Accel Intro To Latin-2
SOCI|28059|Education and the Inheritance of Social Inequality
MATH|20300|Analysis In Rn-1
RUSS|24419|Progress of History in Film: Modes in Soviet Cinema
SOSC|19005|Rome: Antiquity To Baroque-2
SOSC|12200|Self, Culture And Society-2
PORT|23700|Rogue Philosophers: Inv Trad
PHIL|29300|Senior Tutorial
SOCI|20254|Systems Theory and World Society
SOSC|12200|Self, Culture And Society-2
MARA|10300|First Year Marathi-3
SOSC|19025|China in East Asian Civilization-1
SOSC|15100|Classics Soc/Polit Thought-1
TAPS|10100|Drama: Embodiment/Transformation
LING|22050|Semantics -1
EALC|24730|Imagining Environment in East Asia
CHDV|26234|Life Course and Generation in the Arab World
CZEC|10103|First-Year Czech-1
CMLT|23701|Who Owns the Past? The Ethics, Politics, and Economics of Antiquities Collecting
MUSI|10100|Introduction To Western Art Music
HUMA|17100|Language & The Human -II
PERS|10101|Elementary Persian-1
URDU|10300|First-Year Urdu-3
MUSI|15300|Harmony And Voice Leading-3
HUDV|20200|Genocide & Refugees
ANTH|21265|The Celts: Ancient, Modern, Postmodern
MUSI|14300|Music Theory Fundamentals
TAPS|22900|Introduction to Theater & Performance Studies
SOSC|12200|Self, Culture And Society-2
STAT|24500|Statistical Theory/Method-2
GNSE|24303|Sex and the State
LING|20400|Syntax-1
PHYS|22700|Intermed Electr/Magnet-2
SOSC|11300|Power, Identity, Resistance-3
SOCI|20222|Philanthropy: Private Acts and Public Goods
MATH|25800|Basic Algebra-2 (honors)
SOSC|27602|European Civilization in Paris-2
CHIN|51200|Fifth-Year Modern Chinese-2
PLSC|29800|Ba Colloquium: Political Sci
SOSC|15100|Classics Soc/Polit Thought-1
SOSL|27200|Returning the Gaze: The Balkans and Western Europe
MATH|20100|Math Methods For Phy Sci-2
SOCI|29998|Senior Seminar: Sociology
MUSI|15100|Harmony And Voice Leading-1
TAPS|22600|Chance in Performance
ARTH|14307|Greek Art & Arch. I: From the Bronze Age to the Persian Wars
REES|21006|Joseph Conrad's The Secret Agent
MATH|20300|Analysis In Rn-1
BASQ|12200|Elementary Basque-3
MATH|15200|Calculus-2
ITAL|20100|Language History Culture-1
MATH|15300|Calculus-3
MENG|27320|Polymer Synthesis
EGPT|10102|Intro Mid Egpt Hieroglyphs-2
PHSC|13500|Chemistry & The Atmosphere
PLSC|29800|Ba Colloquium: Political Sci
STAT|24400|Statistical Theory/Method-1
FREN|20900|Intro A La Litt Francaise-3
SOSC|11200|Power, Identity, Resistance-2
SOSC|14100|Mind-1
MATH|19520|Math Methods for Soc. Sci
SOSC|11100|Power, Identity, Resistance-1
CHIN|10100|Elementary Modern Chinese-1
SPAN|10200|Beginning Elementary Spanish-2
PHIL|21700|Human Rights-1
CRPC|24002|Colonizations -2
ASLG|10100|American Sign Language-1
HUMA|12300|Human Being And Citizen-1
JAPN|10300|Elementary Modern Japanese-3
SOSC|12200|Self, Culture And Society-2
FREN|20200|Language History Culture-2
SOCI|20111|Survey Analysis - 1
SCTH|34330|Thomas Mann: The Magic Mountain
PHYS|19700|Statistical/Thermal Physics
EALC|25705|Rdg Activism:Post-War Japan
ENGL|15500|Chaucer: The Canterbury Tales
SALC|20200|Intro To South Asian Civ-2
TAML|20300|Second-Year Tamil-3
PHIL|23501|Philosophy of Mind
MUSI|10100|Intro: Western Art Music
ENGL|16705|Amorous Play in Shakespeare, Marlowe, and Chapman
INST|29608|Glocal Journeys: The Production and Circulation of Science and Medicine
ECON|21000|Econometrics A
MATH|15200|Calculus-2
HMRT|20100|Human Rights-1
PSYC|24850|Cross Cultural Approaches to Learning and Instruction
ECON|20100|Elements Of Econ Analysis-2
CRWR|10200|Beginning Fiction Writing
ARTV|10200|Visual Language-2
MATH|13200|Elem Functions And Calculus-2
MATH|15200|Calculus-2
SOSC|12300|Self, Culture And Society-3
ARTV|10200|Visual Language: On Objects
RLST|10100|Intro To Religious Studies
SCTH|37800|Aristotle: Nicomachean Ethics II
SOSC|11200|Power, Identity, Resistance-2
MATH|29700|Proseminar: Math
LING|20301|Intro to Semantics & Pragmatics
MATH|15300|Calculus-3
ARAB|10101|Elementary Arabic-1
PHSC|11200|Foundations Of Modern Phys-2
FREN|20800|Intro A La Litt Francaise-2
EALC|27105|Concentrator Seminar
HUMA|14200|Reading Cultures-3
MUSI|12100|Music In Western Civ-1
SOSC|11300|Power, Identity, Resistance-3
KORE|20200|Intermediate Korean-2
HUMA|19100|Humanities Writing Seminars
PBPL|29305|Law and Urban Problems
FREN|15002|Elementary French in Paris
PERS|10101|Elementary Persian-1
CRPC|21400|Migrant Religions and Ethnicities in the Americas
CHEM|26100|Quantum Mechanics
PHIL|29901|Senior Seminar 1
CRWR|10205|Fundamentals of Fiction
MATH|21100|Basic Numerical Analysis
HUMA|12250|Greece and Rome: Texts, Traditions, Transformations III
HEBR|20105|Intermed Classical Hebrew-2
MATH|20300|Analysis In Rn-1
RUSS|20201|Int. Intermediate Russian Lang & Culture 2
PHIL|22000|Intro: Philosophy of Science
NEHC|30770|Early Modern Armenian History 1500-1800
ENGL|27903|Staging Race: African Americans and Theater in the 20th Century
HSTD|30900|Principles Of Epidemiology
HEBR|20602|Intermediate High Modern Hebrew-2
HIST|27301|Intro to Black Chicago, 1895-2005
YDDH|10300|Elementary Yiddish for Beginners-III
MUSI|17010|University Symphony Orchestra
SPAN|10200|Beginning Elementary Spanish-2
FREN|22003|Du Moderne Au Contemporain
TAPS|10600|Staging Desire
CHIN|10300|Elementary Modern Chinese-3
ARAB|10102|Elementary Arabic-2
ENST|10001|Getting to Green: The Business Case for Sustainability
PHYS|22700|Intermed Electr/Magnet-2
EGPT|20102|Introduction To Hieratic
SOSC|12200|Self, Culture And Society-2
JWSC|20300|Elementary Yiddish-1
ITAL|15001|Italian in Rome
SOCI|20108|The Institution Of Education
CHIN|20100|Intermediate Modern Chinese-1
MATH|15300|Calculus-3
PHIL|29425|Logic for Philosophy
PLSC|28901|Introduction to Comparative Politics
